Index,Artist,Title,Mood4Q,Mood2Q
ML1212,Nellie McKay,The Very Thought Of You,relaxed,pos
ML1213,The Album Leaf,Falling From The Sun,sad,neg
ML1214,Nellie McKay,Mother Of Pearl,angry,neg
ML1215,Steel Pulse,Blazing Fire ,angry,neg
ML1216,Michael Franti & Spearhead,All I Want Is You,happy,pos
ML1217,Broken Bells,Sailing To Nowhere,sad,neg
ML1218,G. Love & Special Sauce,"Peace, Love & Happiness",relaxed,pos
ML1219,Ed Bruce,You're The Best Break This Old Heart Ever Had,happy,pos
ML1220,La Mafia,Quiero Amanecer Contigo,sad,neg
ML1221,Conjunto Primavera,No Se Vivir Sin Ti,sad,neg
ML1222,Palomo,Nos Falto,sad,neg
ML1223,Dokken,Into The Fire,angry,neg
ML1224,Kreator,Warcurse,angry,neg
ML1225,Delirious?,I Could Sing Of Your Love Forever,happy,pos
ML1226,Culture Club,The War Song,angry,neg
ML1227,Skillet,The Last Night,sad,neg
ML1228,Third Day,Silent Night,relaxed,pos
ML1229,Elvis Presley,Blue Christmas,relaxed,pos
ML1230,The Carpenters,"Merry Christmas, Darling",happy,pos
ML1231,Kenny Loggins,Celebrate Me Home,relaxed,pos
ML1232,Casting Crowns,I Heard The Bells On Christmas Day,relaxed,pos
ML1233,Third Day,Joy To The World,happy,pos
ML1234,Vince Vance & The Valiants,All I Want For Christmas Is You,relaxed,pos
ML1235,Kelley Stoltz,Fire Escape,angry,neg
ML1236,George Harrison,I Dig Love,happy,pos
ML1237,Kirk Franklin & The Family,Silent Night,relaxed,pos
ML1238,Boyz II Men,Silent Night,relaxed,pos
ML1239,Israel Houghton,I Receive,happy,pos
ML1240,Sharon Jones & The Dap-Kings,Be Easy,relaxed,pos
ML1241,Israel Houghton,Others,happy,pos
ML1242,Incognito,Feel The Pressure,angry,neg
ML1243,Alejandro Sanz,Cuando Nadie Me Ve,sad,neg
ML1244,Elvis Costello,I Lost You,angry,neg
ML1245,The Replacements,Skyway,sad,neg
ML1246,Vampire Weekend,Mansard Roof,sad,neg
ML1247,Grant-Lee Phillips,It Ain't The Same Old Cold War Harry,angry,neg
ML1248,The Who,I'm Free,relaxed,pos
ML1249,The Flaming Lips,Yoshimi Battles The Pink Robots,angry,neg
ML1250,U2,I Fall Down,sad,neg
ML1251,Jason Collett,I'll Bring The Sun,relaxed,pos
ML1252,Bruce Springsteen,Fire,angry,neg
ML1253,Andrew Bird,Plasticities,angry,neg
ML1254,Lori McKenna,Pour,relaxed,pos
ML1255,Alaska Y Dinarama,Ni Tu Ni Nadie,sad,neg
ML1256,Marvin Gaye,You Sure Love To Ball,happy,pos
ML1257,The Chi-Lites,Toby,sad,neg
ML1258,Luther Vandross,At Christmas Time,happy,pos
ML1259,Frank Sinatra,It Gets Lonely Early,sad,neg
ML1260,John Pizzarelli,Mountain Greenery,relaxed,pos
ML1261,The Brooklyn Tabernacle Choir,Happy Birthday Jesus,happy,pos
ML1262,Rebecca St. James,Happy Xmas ,happy,pos
ML1263,Matt Brouwer,Have Yourself A Merry Little Christmas,happy,pos
ML1264,Jars Of Clay,Love Came Down at Christmas,happy,pos
ML1265,MercyMe,Joseph's Lullaby,relaxed,pos
ML1266,Third Day,Merry Christmas,happy,pos
ML1267,Frank Reyes,Por Ti Voy A Morir,sad,neg
ML1268,Rod Stewart,What A Wonderful World ,relaxed,pos
ML1269,Judas Priest,Metal Gods,sad,neg
ML1270,Alejandro Escovedo,Silver Cloud,happy,pos
ML1271,The Beatles,Two Of Us,relaxed,pos
ML1272,Mnemic,Within,angry,neg
ML1273,Godsmack,Running Blind ,sad,neg
ML1274,Teddy Pendergrass,Joy,happy,pos
ML1275,Eva Cassidy,Time After Time,sad,neg
ML1276,Courtney John,Lucky Man,happy,pos
ML1277,Maysa,A Woman In Love,happy,pos
ML1278,Michael Buble,Dream,relaxed,pos
ML1279,Alejandra Guzman,Hasta El Final,sad,neg
ML1280,The Prodigy,Shoot Down,angry,neg
ML1281,Joy Division,Heart And Soul,angry,neg
ML1282,Wire,Reuters,angry,neg
ML1283,Junior Boys,Teach Me How To Fight,angry,neg
ML1284,John Mayer,Slow Dancing In A Burning Room,sad,neg
ML1285,Black Prairie,Red Rocking Chair,relaxed,pos
ML1286,Tom Petty,It's Good To Be King,relaxed,pos
ML1287,New Order,Your Silent Face,sad,neg
ML1288,The Clash,I'm So Bored With The U.S.A.,sad,neg
ML1289,Greg Laswell,Off I Go,sad,neg
ML1290,Justice,Civilization,angry,neg
ML1291,Sia,I Go To Sleep,relaxed,pos
ML1292,The Big Pink,Love In Vain,happy,pos
ML1293,Interpol,Safe Without,relaxed,pos
ML1294,Morcheeba,Sao Paulo,angry,neg
ML1295,Jeff Buckley,Grace,angry,neg
ML1296,Cold War Kids,Hospital Beds,angry,neg
ML1297,Air,Sexy Boy,happy,pos
ML1298,Maps,It Will Find You,happy,pos
ML1299,Air,Napalm Love,happy,pos
ML1300,Eric Clapton,Bad Love,happy,pos
ML1301,Elton John,Sorry Seems To Be The Hardest Word,sad,neg
ML1302,The Meters,Chicken Strut,sad,neg
ML1303,Wanda Jackson,Nervous Breakdown,angry,neg
ML1304,M.I.A.,Fire Fire,angry,neg
ML1305,Andreya Triana,X,sad,neg
ML1306,Peggy Sue,Matilda,sad,neg
ML1307,Z.Z. Hill,Down Home Blues,relaxed,pos
ML1308,Ryan Adams & The Cardinals,Fix It,happy,pos
ML1309,The Robert Cray Band,Smoking Gun,angry,neg
ML1310,Huey,When I Hustle ,relaxed,pos
ML1311,Parlours,I Dream Of Chicago,relaxed,pos
ML1312,Three Dog Night,The Family Of Man,relaxed,pos
ML1313,Vince Gill,Take Your Memory With You,sad,neg
ML1314,Faith Hill,Take Me As I Am,relaxed,pos
ML1315,Strike Anywhere,The Promise,sad,neg
ML1316,Elefante,El Abandonao,sad,neg
ML1317,Kenny Rogers,Love Lifted Me,happy,pos
ML1318,L.A. Guns,Kiss My Love Goodbye,happy,pos
ML1319,James Ingram,I Don't Have The Heart,happy,pos
ML1320,Nelly,Party People ,happy,pos
ML1321,The Dirty Dozen Brass Band,Ruler Of My Heart ,angry,neg
ML1322,The Pretenders,Kid,sad,neg
ML1323,The Drifters,Save The Last Dance For Me,relaxed,pos
ML1324,Ray LaMontagne,Three More Days,relaxed,pos
ML1325,Marvin Gaye,Come Live With Me Angel,relaxed,pos
ML1326,Donnie McClurkin,Great And Mighty Is Our God,happy,pos
ML1327,Maysa,Out Of The Blue,happy,pos
ML1328,Lykke Li,Youth Knows No Pain,angry,neg
ML1329,Darker My Love,Waves,sad,neg
ML1330,Death By Stereo,Welcome To The Party,angry,neg
ML1331,Marsha Ambrosius,Lose Myself,happy,pos
ML1332,Dave Alvin,Black Sky,relaxed,pos
ML1333,Mission Of Burma,Donna Sumeria,happy,pos
ML1334,The Blues Brothers,Sweet Home Chicago,relaxed,pos
ML1335,Ratatat,Seventeen Years,sad,neg
ML1336,Six Feet Under,Seed Of Filth,sad,neg
ML1337,Telekinesis,I Got You,relaxed,pos
ML1338,Ceo,White Magic,relaxed,pos
ML1339,Obits,Back And Forth,sad,neg
ML1340,Surfer Blood,Take It Easy,relaxed,pos
ML1341,Elliott Smith,Needle In The Hay,sad,neg
ML1342,The Smiths,Ask,angry,neg
ML1343,Discovery,So Insane,angry,neg
ML1344,Mustafa Sandal,Kalmadi,sad,neg
ML1345,Ratt,You're In Love,happy,pos
ML1346,Charlie Gracie,Butterfly,relaxed,pos
ML1347,Jose Jose,Tu Me Estas Volviendo Loco,sad,neg
ML1348,Juan Luis Guerra,El Costo De La Vida,sad,neg
ML1349,Ricky Martin,Con Tu Nombre,sad,neg
ML1350,Marvin Gaye,Pride And Joy ,happy,pos
ML1351,Queen Latifah,Simply Beautiful ,happy,pos
ML1352,The Blind Boys Of Alabama,Down By The Riverside ,angry,neg
ML1353,Gloria Lynne,I'm Glad There Is You,happy,pos
ML1354,The Tymes,So Much In Love,happy,pos
ML1355,Elvis Presley,Love Me Tender,happy,pos
ML1356,Roy Orbison,Dream Baby ,relaxed,pos
ML1357,The Allman Brothers Band,Revival,happy,pos
ML1358,The Blackbyrds,Happy Music,happy,pos
ML1359,Ray Charles,Crazy Love ,happy,pos
ML1360,The Whispers,My Heart Your Heart,happy,pos
ML1361,Blackstreet,Joy,happy,pos
ML1362,U2,The Three Sunrises,happy,pos
ML1363,Morrissey,"The More You Ignore Me, The Closer I Get",angry,neg
ML1364,Fenix TX,All My Fault,sad,neg
ML1365,Take 6,You Don't Have To Be Afraid,angry,neg
ML1366,NLT,That Girl,relaxed,pos
ML1367,J. Valentine,She Worth The Trouble,angry,neg
ML1368,John Brown,Imma Love You Right,happy,pos
ML1369,Los Super Reyes,El Rey ,sad,neg
ML1370,Death Cab For Cutie,Someday You Will Be Loved,happy,pos
ML1371,Daryle Singletary,Amen Kind Of Love,relaxed,pos
ML1372,Lonestar,Tell Her,happy,pos
ML1373,Lemon Jelly,Space Walk,happy,pos
ML1374,Gregory Porter,Lonely One,sad,neg
ML1375,Sinead O'Connor,War,angry,neg
ML1376,Charles Bradley,I Believe In Your Love,happy,pos
ML1377,The Grateful Dead,Fire On The Mountain,angry,neg
ML1378,Dixie Chicks,There's Your Trouble,angry,neg
ML1379,Loretta Lynn,Trouble On The Line,angry,neg
ML1380,The Midnighters,Sexy Ways ,happy,pos
ML1381,The Diamonds,The Stroll,relaxed,pos
ML1382,Little Richard,Long Tall Sally,happy,pos
ML1383,Mike Reno & Ann Wilson,Almost Paradise,relaxed,pos
ML1384,Gregg Allman,I Believe I'll Go Back Home,relaxed,pos
ML1385,Stevie Wonder,Creepin',relaxed,pos
ML1386,Duffy,Rockferry,relaxed,pos
ML1387,Justin Bieber,One Less Lonely Girl,sad,neg
ML1388,Silversun Pickups,Growing Old Is Getting Old,angry,neg
ML1389,Carney,Love Me Chase Me,relaxed,pos
ML1390,Bobby Helms,My Special Angel,relaxed,pos
ML1391,Clay Walker,I Can't Sleep,relaxed,pos
ML1392,Mutemath,The Nerve,angry,neg
ML1393,The Mars Volta,Asilos Magdalena,sad,neg
ML1394,Solid Gold,Who You  Gonna Run To?,angry,neg
ML1395,Karyn White,The Way You Love Me,happy,pos
ML1396,Nina Simone,House Of The Rising Sun,relaxed,pos
ML1397,The Breeders,New Year,relaxed,pos
ML1398,Miss Kittin & The Hacker,Indulgence,happy,pos
ML1399,The Concretes,You Can't Hurry Love,happy,pos
ML1400,Dr. Dog,Ain't It Strange,relaxed,pos
ML1401,Balkan Beat Box,War Again,angry,neg
ML1402,Death Cab For Cutie,We Laugh Indoors,happy,pos
ML1403,The Kills,U.R.A. Fever,sad,neg
ML1404,Mickey Gilley,Lonely Nights,sad,neg
ML1405,Toots & The Maytals,True Love Is Hard To Find ,happy,pos
ML1406,Crowded House,Fall At Your Feet,sad,neg
ML1407,Ten Years After,I'm Going Home,relaxed,pos
ML1408,Donavon Frankenreiter,"Life, Love & Laughter",happy,pos
ML1409,Mary Mary,Ordinary People,happy,pos
ML1410,Nat King Cole,Brazilian Love Song ,relaxed,pos
ML1411,Nnenna Freelon,If I Only Had A Brain ,angry,neg
ML1412,Nnenna Freelon,If I Only Had A Brain ,angry,neg
ML1413,Bebel Gilberto,Aganju,sad,neg
ML1414,Priestess,Lady Killer,angry,neg
ML1415,Morphine,Honey White,relaxed,pos
ML1416,Aventura,La Nina,sad,neg
ML1417,Sonic Youth,Incinerate,sad,neg
ML1418,Ladytron,Seventeen,happy,pos
ML1419,Bob Marley & The Wailers,No More Trouble,angry,neg
ML1420,Black Uhuru,I Love King Selassie,happy,pos
ML1421,Home Video,The Smoke,angry,neg
ML1422,Steel Train,I Feel Weird,angry,neg
ML1423,Louis Armstrong,Nobody Knows The Trouble I've Seen,angry,neg
ML1424,Diana Krall,My Love Is,happy,pos
ML1425,Linda Ronstadt,Little Girl Blue ,relaxed,pos
ML1426,Bobby Womack,If You Think You're Lonely Now,sad,neg
ML1427,Jermaine Jackson,Daddy's Home,relaxed,pos
ML1428,K.C. & The Sunshine Band,Do You Wanna Go Party,happy,pos
ML1429,Beyonce,I'd Rather Go Blind,relaxed,pos
ML1430,Phil Perry,If Only You Knew,happy,pos
ML1431,Buffalo Springfield,I Am A Child,relaxed,pos
ML1432,Pink Floyd,Pigs On The Wing 1,sad,neg
ML1433,The Association,Never My Love,happy,pos
ML1434,Ray Charles,Lonely Avenue,sad,neg
ML1435,Jakob Dylan,Gimme Some Truth ,relaxed,pos
ML1436,Willie Nelson,Night Life,happy,pos
ML1437,Gorillaz,Some Kind Of Nature ,relaxed,pos
ML1438,The Pains Of Being Pure At Heart,Everything With You,sad,neg
ML1439,We Were Promised Jetpacks,Ships With Holes Will Sink,sad,neg
ML1440,The Duke Spirit,The Step And The Walk,happy,pos
ML1441,Sharon Jones & The Dap-Kings,Mama Don't Like My Man,relaxed,pos
ML1442,Wolf Parade,This Heart's On Fire,angry,neg
ML1443,Ike & Tina Turner,I've Been Loving You Too Long,happy,pos
ML1444,Air,Love,happy,pos
ML1445,Kurt Elling,Say It ,happy,pos
ML1446,Norah Jones,Shoot The Moon,sad,neg
ML1447,Lou Rawls,You've Made Me So Very Happy,happy,pos
ML1448,Mary J. Blige,A Dream,relaxed,pos
ML1449,Nyasia,Who's Got Your Love,happy,pos
ML1450,Destruction,Hate Is My Fuel,angry,neg
ML1451,Dan Deacon,Okie Dokie,angry,neg
ML1452,Innerpartysystem,American Trash,sad,neg
ML1453,Thompson Square,Let's Fight,angry,neg
ML1454,Bay City Rollers,Money Honey,relaxed,pos
ML1455,Frankie Ruiz,Lo Dudo,sad,neg
ML1456,Magneto,La Puerta Del Colegio,sad,neg
ML1457,Santana,I Don't Wanna Lose Your Love ,relaxed,pos
ML1458,Kiss,C'mon And Love Me,happy,pos
ML1459,The Rolling Stones,Sway,angry,neg
ML1460,Machine Head,Ten Ton Hammer,angry,neg
ML1461,System Of A Down,War?,angry,neg
ML1462,Bullet For My Valentine,Scream Aim Fire,angry,neg
ML1463,Kansas,Fight Fire With Fire,angry,neg
ML1464,The Beatles,Real Love,happy,pos
ML1465,The Roots,The Fire ,angry,neg
ML1466,The Used,Burning Down The House,angry,neg
ML1467,Los Bukis,Contra Viento Y Marea,sad,neg
ML1468,Anna Calvi,No More Words,happy,pos
ML1469,Anna Calvi,Desire,angry,neg
ML1470,Ricardo Arjona,La Mujer Que No Sone,sad,neg
ML1471,Gang Of Four,Natural's Not In It,happy,pos
ML1472,Stevie Wonder,Ordinary Pain,angry,neg
ML1473,Jackie Wilson,To Be Loved,happy,pos
ML1474,Death,Painkiller,angry,neg
ML1475,Bayside,Already Gone,sad,neg
ML1476,S. Carey,In The Dirt,sad,neg
ML1477,Maps & Atlases,Living Decorations,sad,neg
ML1478,Metallica,Free Speech For The Dumb,relaxed,pos
ML1479,Tesla,Paradise,relaxed,pos
ML1480,Aretha Franklin,See Saw,happy,pos
ML1481,The Beatles,Your Mother Should Know,happy,pos
ML1482,Alice Cooper,You Drive Me Nervous,angry,neg
ML1483,Jill Scott,Hate On Me,angry,neg
ML1484,Hooverphonic,2wicky,angry,neg
ML1485,Kraak & Smaak,Keep Me Home ,relaxed,pos
ML1486,The Cure,All Cats Are Grey,sad,neg
ML1487,Crystal Castles,Vietnam,happy,pos
ML1488,The Lemonheads,Dirty Robot,sad,neg
ML1489,Pavement,Unfair,sad,neg
ML1490,Basement Jaxx,Good Luck ,relaxed,pos
ML1491,Machine Head,Clenching The Fists Of Dissent,angry,neg
ML1492,Patti LaBelle,Over The Rainbow,relaxed,pos
ML1493,Avenged Sevenfold,God Hates Us,angry,neg
ML1494,Fear Factory,Fear Campaign,angry,neg
ML1495,Dropkick Murphys,Peg O' My Heart,happy,pos
ML1496,Stevie Wonder,Happy Birthday,happy,pos
ML1497,Kem,Love Never Fails,happy,pos
ML1498,Ray Charles,Sorry Seems To Be The Hardest Word ,sad,neg
ML1499,Aaron Hall,All The Places ,happy,pos
ML1500,Starfucker,Astoria,happy,pos
ML1501,Anna Calvi,The Devil,angry,neg
ML1502,Johnny Preston,Running Bear,relaxed,pos
ML1503,The Five Keys,The Glory Of Love,happy,pos
ML1504,Metric,Monster Hospital,angry,neg
ML1505,The Used,Blue And Yellow,sad,neg
ML1506,Lucinda Williams,Kiss Like Your Kiss,happy,pos
ML1507,Waka Flocka Flame,Bang ,sad,neg
ML1508,Randy Newman,It's Money That I Love,happy,pos
ML1509,Korn,Blind,sad,neg
ML1510,Mastodon,Colony Of Birchmen,sad,neg
ML1511,Anita Baker,Lead Me Into Love,happy,pos
ML1512,Jaill,The Stroller,angry,neg
ML1513,Cut Copy,Hearts On Fire,angry,neg
ML1514,Fleetwood Mac,Showbiz Blues,relaxed,pos
ML1515,Massive Attack,Angel,happy,pos
ML1516,The Cardigans,Carnival,happy,pos
ML1517,Women,Locust Valley,sad,neg
ML1518,The Flamingos,I'll Be Home,relaxed,pos
ML1519,John Mayer,Perfectly Lonely,sad,neg
ML1520,Paul McCartney,Another Day,sad,neg
ML1521,Band Of Horses,Is There A Ghost,relaxed,pos
ML1522,Robbie Robertson,Sweet Fire Of Love,angry,neg
ML1523,Procol Harum,Conquistador,sad,neg
ML1524,Exodus,Bonded By Blood,sad,neg
ML1525,Lionel Richie,Deep River Woman,relaxed,pos
ML1526,Iron Maiden,Be Quick Or Be Dead,angry,neg
ML1527,Deadmau5,Outta My Life,sad,neg
ML1528,Eliza Gilkyson,Looking For A Place,sad,neg
ML1529,Calexico,Victor Jara's Hands,sad,neg
ML1530,Warren Haynes,On A Real Lonely Night,sad,neg
ML1531,Otis Redding,Let Me Come On Home,relaxed,pos
ML1532,Sade,Love Is Found,happy,pos
ML1533,Z-Trip,Walking Dead ,angry,neg
ML1534,Cristian,Amor,sad,neg
ML1535,Aterciopelados,Rompecabezas,sad,neg
ML1536,Eric Clapton,Let It Grow,relaxed,pos
ML1537,Avenged Sevenfold,Nightmare,angry,neg
ML1538,Scorpions,Rock You Like A Hurricane,angry,neg
ML1539,Papa Roach,Burn,angry,neg
ML1540,Doors,Love Her Madly,happy,pos
ML1541,Cult,Fire Woman,angry,neg
ML1542,Machine Head,Aesthetics Of Hate,angry,neg
ML1543,Dir En Grey,C,angry,neg
ML1544,Red Hot Chili Peppers,Scar Tissue,sad,neg
ML1545,Doors,Light My Fire,angry,neg
ML1546,Smashing Pumpkins,Bullet With Butterfly Wings,angry,neg
ML1547,Mudvayne,Scream With Me,angry,neg
ML1548,Chevelle,Send The Pain Below,angry,neg
ML1549,Motley Crue,Home Sweet Home,relaxed,pos
ML1550,Rolling Stones,Gimme Shelter,angry,neg
ML1551,Kiss,King Of The Night Time World,relaxed,pos
ML1552,Grupo Bryndis,Asi Es El Amor,sad,neg
ML1553,Los Angeles Negros,A Ti,sad,neg
ML1554,R. Kelly,Touched A Dream,relaxed,pos
ML1555,Women,Narrow With The Hall,sad,neg
ML1556,Burial,Ghost Hardware,happy,pos
ML1557,My Bloody Valentine,Soon,angry,neg
ML1558,The Pains Of Being Pure At Heart,Even In Dreams,angry,neg
ML1559,Elf Power,Let The Serpent Sleep,relaxed,pos
ML1560,Andrew Bird,Simple X,angry,neg
ML1561,The Beatles,For You Blue,relaxed,pos
ML1562,Bobby Vinton,My Melody Of Love,happy,pos
ML1563,Arc Angels,Shape I'm In,happy,pos
ML1564,Bob Dylan,"Corrina, Corrina",relaxed,pos
ML1565,Steel Panther,Death To All But Metal,sad,neg
ML1566,Sheryl Crow,Killer Life,angry,neg
ML1567,Big Head Todd & The Monsters,Please Don't Tell Her,happy,pos
ML1568,Aaron Lewis,Massachusetts,relaxed,pos
ML1569,Fleetwood Mac,Songbird,happy,pos
ML1570,Boston,Party,happy,pos
ML1571,The Beatles,Maxwell's Silver Hammer,sad,neg
ML1572,The Who,Gettin' In Tune,relaxed,pos
ML1573,Rene & Angela,I Love You More,happy,pos
ML1574,Chaka Khan,Got To Be There,relaxed,pos
ML1575,Shalamar,Somewhere There's A Love,happy,pos
ML1576,Tiesto,Who Wants To Be Alone ,relaxed,pos
ML1577,George Duke,Listen Baby,relaxed,pos
ML1578,Musiq,Girl Next Door ,relaxed,pos
ML1579,The Cure,The Perfect Girl,relaxed,pos
ML1580,Martha & The Muffins,Echo Beach,relaxed,pos
ML1581,Devo,Girl U Want,relaxed,pos
ML1582,Ben Harper & The Innocent Criminals,Fight Outta You,angry,neg
ML1583,Ginuwine,Trouble ,angry,neg
ML1584,Tool,Part Of Me,sad,neg
ML1585,Zapp & Roger,Slow And Easy,relaxed,pos
ML1586,Patti LaBelle,When You Talk About Love,happy,pos
ML1587,Mila J,No More Complaining,sad,neg
ML1588,Musiq,Settle For My Love ,happy,pos
ML1589,Brook Benton,Thank You Pretty Baby,happy,pos
ML1590,Austrian Death Machine,It's Not A Tumor ,angry,neg
ML1591,Walls Of Jericho,A Trigger Full Of Promises,angry,neg
ML1592,Jo Dee Messina,Burn,angry,neg
ML1593,Chimaira,Power Trip,angry,neg
ML1594,Radiohead,Go To Sleep,sad,neg
ML1595,Can,Moonshake,relaxed,pos
ML1596,Matt & Kim,Don't Slow Down,sad,neg
ML1597,New Found Glory,It's Not Your Fault,sad,neg
ML1598,LCD Soundsystem,Disco Infiltrator,sad,neg
ML1599,Kisses,People Can Do The Most Amazing Things,angry,neg
ML1600,Starfucker,The White Of Noon,angry,neg
ML1601,The Black Dahlia Murder,What A Horrible Night To Have A Curse,sad,neg
ML1602,New York Dolls,Trash,sad,neg
ML1603,Howlin' Wolf,Built For Comfort,relaxed,pos
ML1604,Alela Diane,To Begin,sad,neg
ML1605,Menomena,Lunchmeat,sad,neg
ML1606,Malachai,Rainbows ,relaxed,pos
